OrderID,CustomerID,OrderDate,City,State,PaymentMode,OrderStatus
204,436,2024-04-20,Mumbai,Gujarat,NetBanking,Returned
205,999,2024-08-29,Bengaluru,Telangana,Card,Cancelled
206,1452,2025-01-03,Lucknow,Delhi,Wallet,Delivered
207,449,2024-07-01,Hyderabad,Rajasthan,NetBanking,Shipped
208,385,2025-04-03,Bengaluru,Tamil Nadu,NetBanking,Shipped
209,630,2026-01-21,Kolkata,Karnataka,Card,Returned
210,226,2024-06-07,Ahmedabad,Maharashtra,NetBanking,Shipped
211,59,2024-11-18,Lucknow,Kerala,NetBanking,Cancelled
212,243,2024-11-16,Kochi,Karnataka,COD,Returned
213,309,2024-09-23,Jaipur,Kerala,NetBanking,Cancelled
214,904,2024-04-13,Chennai,Telangana,UPI,Delivered
215,784,2025-12-14,Jaipur,Gujarat,COD,Shipped
216,362,2025-04-06,Kolkata,Tamil Nadu,Wallet,Returned
217,888,2025-08-03,Bengaluru,Maharashtra,Card,Delivered
218,236,2024-09-30,Mumbai,Maharashtra,Wallet,Cancelled
219,135,2024-10-20,Kochi,Karnataka,COD,Shipped
220,1433,2025-11-15,Jaipur,Rajasthan,NetBanking,Delivered
221,1417,2024-10-01,Chennai,UP,Card,Shipped
222,712,2024-09-14,Chennai,West Bengal,COD,Delivered
223,380,2024-05-25,Kochi,West Bengal,NetBanking,Cancelled
224,489,2026-01-23,Delhi,Telangana,UPI,Shipped
225,681,2024-08-28,Lucknow,Delhi,UPI,Returned
226,685,2025-05-02,Mumbai,Delhi,COD,Delivered
227,1392,2024-08-11,Mumbai,West Bengal,COD,Returned
228,3,2025-10-08,Lucknow,Gujarat,NetBanking,Delivered
229,36,2024-04-05,Kolkata,Tamil Nadu,Card,Shipped
230,193,2024-07-18,Bengaluru,Tamil Nadu,COD,Returned
231,719,2025-07-05,Kochi,Tamil Nadu,NetBanking,Cancelled
232,940,2025-02-26,Mumbai,Telangana,COD,Cancelled
233,1360,2025-08-02,Kolkata,UP,UPI,Cancelled
234,1064,2026-01-21,Mumbai,Delhi,NetBanking,Shipped
235,291,2025-12-25,Hyderabad,UP,UPI,Shipped
236,1426,2025-10-02,Jaipur,Telangana,Card,Delivered
237,774,2024-09-04,Bengaluru,Tamil Nadu,Wallet,Returned
238,359,2025-08-11,Chennai,Telangana,COD,Returned
239,855,2025-10-14,Chennai,Tamil Nadu,Card,Delivered
240,1066,2025-10-04,Hyderabad,West Bengal,UPI,Returned
241,1161,2025-05-29,Hyderabad,Tamil Nadu,UPI,Delivered
242,1404,2025-07-13,Delhi,UP,Card,Cancelled
243,1144,2025-11-18,Delhi,Tamil Nadu,NetBanking,Cancelled
244,604,2024-04-25,Mumbai,UP,UPI,Shipped
245,1215,2024-12-04,Bengaluru,Maharashtra,NetBanking,Cancelled
246,882,2024-02-24,Hyderabad,Maharashtra,UPI,Cancelled
247,718,2024-07-09,Chennai,Kerala,Wallet,Shipped
248,1461,2024-05-17,Chennai,Delhi,Card,Returned
249,166,2025-10-10,Chennai,Gujarat,UPI,Returned
250,510,2025-02-16,Jaipur,Rajasthan,NetBanking,Delivered
251,619,2024-11-12,Kolkata,Tamil Nadu,Card,Returned
252,661,2026-01-14,Kolkata,Delhi,Card,Cancelled
253,853,2024-07-06,Kochi,Gujarat,COD,Cancelled
254,609,2024-05-16,Kolkata,UP,Wallet,Shipped
255,895,2025-03-09,Bengaluru,Delhi,Wallet,Returned
256,642,2026-01-29,Kochi,Telangana,NetBanking,Cancelled
257,956,2025-05-01,Jaipur,Rajasthan,NetBanking,Delivered
258,55,2025-09-13,Jaipur,Karnataka,Card,Cancelled
259,1189,2024-10-24,Kochi,Telangana,Card,Cancelled
260,805,2024-04-13,Delhi,Rajasthan,UPI,Returned
261,943,2025-08-02,Mumbai,Karnataka,UPI,Cancelled
262,220,2025-12-15,Hyderabad,West Bengal,UPI,Cancelled
263,987,2025-09-20,Hyderabad,Maharashtra,UPI,Delivered
264,420,2026-02-06,Kochi,Delhi,Wallet,Returned
265,458,2024-07-07,Delhi,Tamil Nadu,COD,Delivered
266,1278,2025-06-29,Ahmedabad,Karnataka,UPI,Delivered
267,1237,2024-07-24,Bengaluru,Kerala,UPI,Shipped
268,213,2024-09-15,Lucknow,Maharashtra,Wallet,Returned
269,114,2025-03-25,Bengaluru,Tamil Nadu,NetBanking,Returned
270,482,2024-08-25,Kochi,Tamil Nadu,Wallet,Returned
271,1264,2025-12-23,Bengaluru,Rajasthan,Card,Delivered
272,291,2024-08-26,Ahmedabad,Delhi,Wallet,Shipped
273,984,2025-06-20,Chennai,Tamil Nadu,UPI,Returned
274,1368,2025-03-01,Chennai,Rajasthan,NetBanking,Delivered
275,854,2025-06-08,Jaipur,Delhi,UPI,Cancelled
276,247,2025-06-01,Kolkata,Rajasthan,UPI,Cancelled
277,1322,2024-03-24,Kolkata,UP,UPI,Cancelled
278,959,2024-07-10,Lucknow,Tamil Nadu,UPI,Shipped
279,1026,2025-02-19,Kochi,Gujarat,COD,Returned
280,129,2025-07-28,Delhi,Delhi,COD,Cancelled
281,1465,2025-06-03,Delhi,Tamil Nadu,COD,Returned
282,1322,2024-04-28,Lucknow,Rajasthan,NetBanking,Shipped
283,1452,2025-09-30,Kochi,Kerala,COD,Shipped
284,664,2026-02-02,Kolkata,West Bengal,COD,Returned
285,93,2024-04-28,Mumbai,Delhi,Card,Delivered
286,218,2025-12-31,Lucknow,UP,COD,Shipped
287,216,2024-10-18,Delhi,Rajasthan,NetBanking,Delivered
288,1254,2024-04-22,Chennai,Karnataka,UPI,Delivered
289,767,2025-05-16,Kolkata,Maharashtra,Card,Cancelled
290,1431,2024-06-08,Lucknow,Rajasthan,Card,Shipped
291,518,2024-09-06,Lucknow,UP,COD,Shipped
292,332,2024-09-12,Jaipur,Kerala,Card,Delivered
293,50,2025-10-07,Bengaluru,Gujarat,UPI,Shipped
294,737,2024-02-24,Jaipur,West Bengal,Wallet,Delivered
295,380,2025-02-01,Kochi,UP,Card,Shipped
296,971,2025-09-25,Kochi,Telangana,COD,Shipped
297,899,2024-04-27,Jaipur,Rajasthan,UPI,Delivered
298,1060,2024-06-28,Chennai,Karnataka,UPI,Returned
299,106,2024-10-12,Kolkata,Kerala,COD,Delivered
300,594,2024-10-05,Chennai,Rajasthan,COD,Delivered
301,590,2024-07-29,Bengaluru,Kerala,Wallet,Shipped
302,1252,2025-08-02,Kochi,Tamil Nadu,NetBanking,Delivered
303,1429,2025-08-31,Bengaluru,West Bengal,NetBanking,Cancelled
304,62,2025-12-18,Mumbai,Telangana,NetBanking,Cancelled
305,686,2024-09-11,Mumbai,Delhi,Card,Cancelled
306,128,2025-12-29,Ahmedabad,UP,UPI,Delivered
307,145,2025-02-07,Jaipur,West Bengal,Wallet,Delivered
308,981,2025-09-05,Delhi,Tamil Nadu,UPI,Delivered
309,1018,2024-03-26,Kochi,Gujarat,COD,Returned
310,622,2025-06-22,Ahmedabad,Maharashtra,UPI,Delivered
311,1095,2024-09-06,Kolkata,Rajasthan,UPI,Returned
312,793,2024-04-12,Jaipur,Delhi,NetBanking,Returned
313,283,2025-09-03,Bengaluru,UP,UPI,Cancelled
314,397,2025-02-13,Hyderabad,Rajasthan,UPI,Shipped
315,189,2024-10-13,Kolkata,Maharashtra,Card,Returned
316,1164,2025-08-21,Mumbai,Maharashtra,Card,Delivered
317,117,2024-05-07,Delhi,UP,Card,Cancelled
318,644,2024-04-03,Hyderabad,West Bengal,Card,Cancelled
319,1242,2024-06-30,Jaipur,UP,UPI,Delivered
320,513,2024-05-07,Kochi,Gujarat,NetBanking,Cancelled
321,909,2024-10-01,Chennai,Telangana,Wallet,Cancelled
322,501,2025-12-19,Kochi,Tamil Nadu,COD,Delivered
323,710,2024-04-14,Jaipur,West Bengal,NetBanking,Cancelled
324,417,2024-05-09,Delhi,Kerala,Card,Cancelled
325,432,2025-09-07,Bengaluru,Telangana,Card,Delivered
326,1431,2024-10-16,Lucknow,UP,UPI,Delivered
327,70,2025-07-13,Chennai,Tamil Nadu,Wallet,Returned
328,174,2024-12-22,Mumbai,Tamil Nadu,Wallet,Returned
329,39,2025-07-10,Jaipur,Rajasthan,NetBanking,Delivered
330,422,2024-10-05,Jaipur,Delhi,NetBanking,Delivered
331,625,2025-12-26,Mumbai,Kerala,COD,Delivered
332,689,2025-11-03,Chennai,West Bengal,Card,Delivered
333,1487,2025-02-02,Kolkata,Rajasthan,NetBanking,Delivered
334,1134,2024-06-09,Jaipur,Tamil Nadu,Wallet,Returned
335,1173,2025-04-28,Kolkata,Kerala,COD,Shipped
336,958,2025-03-15,Ahmedabad,Delhi,UPI,Cancelled
337,562,2026-01-17,Bengaluru,Gujarat,Wallet,Cancelled
338,1170,2025-01-29,Jaipur,Maharashtra,Wallet,Cancelled
339,551,2025-02-23,Chennai,West Bengal,UPI,Delivered
340,1165,2024-12-29,Hyderabad,Tamil Nadu,Card,Returned
341,36,2025-06-06,Lucknow,Maharashtra,NetBanking,Delivered
342,984,2025-02-20,Kochi,Gujarat,NetBanking,Delivered
343,163,2025-10-04,Chennai,West Bengal,Wallet,Cancelled
344,903,2024-04-24,Delhi,Tamil Nadu,COD,Cancelled
345,261,2025-07-09,Ahmedabad,Delhi,Card,Delivered
346,235,2024-10-14,Mumbai,Delhi,Wallet,Returned
347,650,2025-10-04,Mumbai,Kerala,Card,Delivered
348,528,2024-11-10,Mumbai,Telangana,Wallet,Delivered
349,481,2025-10-25,Hyderabad,Karnataka,UPI,Returned
350,1047,2024-06-13,Bengaluru,Gujarat,Card,Cancelled
351,761,2025-09-25,Jaipur,Karnataka,NetBanking,Cancelled
352,51,2024-07-14,Hyderabad,West Bengal,COD,Cancelled
353,1336,2025-04-11,Hyderabad,UP,COD,Delivered
354,755,2024-08-01,Mumbai,Tamil Nadu,Card,Delivered
355,1248,2024-06-06,Ahmedabad,Telangana,Wallet,Cancelled
356,776,2024-09-26,Kolkata,Maharashtra,Card,Returned
357,161,2025-12-14,Bengaluru,Gujarat,Wallet,Returned
358,249,2025-08-23,Kochi,Maharashtra,Wallet,Returned
359,1075,2025-12-25,Kochi,UP,COD,Cancelled
360,1179,2024-09-05,Chennai,Gujarat,COD,Shipped
361,473,2025-02-23,Lucknow,Telangana,UPI,Shipped
362,840,2025-05-19,Hyderabad,Karnataka,COD,Delivered
363,1339,2025-02-23,Lucknow,West Bengal,Card,Returned
364,471,2025-04-22,Kolkata,Delhi,Wallet,Shipped
365,1381,2025-04-11,Kolkata,Delhi,Wallet,Cancelled
366,700,2024-12-08,Hyderabad,Karnataka,UPI,Returned
367,1035,2025-04-25,Delhi,West Bengal,NetBanking,Shipped
368,930,2024-08-21,Mumbai,Delhi,UPI,Returned
369,1136,2024-11-14,Lucknow,Karnataka,Card,Delivered
370,50,2025-05-05,Delhi,Karnataka,Card,Returned
371,726,2025-04-26,Delhi,Rajasthan,Wallet,Shipped
372,601,2026-02-17,Bengaluru,Telangana,COD,Delivered
373,152,2024-04-05,Hyderabad,UP,NetBanking,Returned
374,593,2025-05-10,Lucknow,Delhi,Card,Delivered
375,16,2024-07-23,Kolkata,West Bengal,COD,Returned
376,657,2025-03-13,Lucknow,Delhi,Wallet,Cancelled
377,476,2024-05-28,Chennai,UP,COD,Delivered
378,1061,2025-09-18,Kochi,West Bengal,Wallet,Returned
379,662,2024-12-07,Jaipur,Telangana,Card,Shipped
380,1498,2024-04-01,Ahmedabad,Rajasthan,Wallet,Cancelled
381,1261,2025-09-29,Hyderabad,Karnataka,COD,Cancelled
382,243,2024-08-06,Chennai,Tamil Nadu,NetBanking,Returned
383,347,2024-10-05,Chennai,Tamil Nadu,Wallet,Delivered
384,1365,2024-10-13,Chennai,Delhi,UPI,Shipped
385,1042,2025-09-06,Delhi,Maharashtra,Wallet,Delivered
386,1102,2025-08-24,Ahmedabad,Maharashtra,NetBanking,Delivered
387,417,2025-03-03,Chennai,West Bengal,NetBanking,Returned
388,259,2025-08-05,Lucknow,Tamil Nadu,UPI,Delivered
389,886,2025-05-19,Lucknow,Tamil Nadu,UPI,Shipped
390,1499,2024-11-30,Bengaluru,Telangana,UPI,Shipped
391,670,2024-05-05,Delhi,Kerala,COD,Cancelled
392,1292,2025-05-28,Kochi,Karnataka,COD,Delivered
393,206,2025-05-07,Kochi,Telangana,Card,Delivered
394,1285,2025-11-29,Mumbai,Gujarat,Card,Returned
395,1380,2024-10-01,Ahmedabad,Tamil Nadu,NetBanking,Shipped
396,384,2025-06-29,Lucknow,Tamil Nadu,Card,Shipped
397,182,2025-11-30,Kochi,Gujarat,UPI,Returned
398,1005,2024-04-27,Kochi,West Bengal,Card,Shipped
399,857,2024-03-29,Chennai,West Bengal,NetBanking,Shipped
400,715,2025-12-03,Lucknow,Kerala,Card,Cancelled
401,599,2024-10-13,Lucknow,UP,NetBanking,Cancelled
402,986,2025-08-28,Chennai,Karnataka,Card,Delivered
403,860,2024-12-09,Lucknow,Telangana,Card,Returned
404,361,2024-06-16,Lucknow,Telangana,UPI,Cancelled
405,816,2026-02-01,Delhi,UP,NetBanking,Returned
406,481,2026-01-22,Mumbai,Tamil Nadu,COD,Shipped
407,125,2025-04-12,Kochi,Telangana,COD,Cancelled
408,802,2025-04-15,Lucknow,Rajasthan,NetBanking,Cancelled
409,550,2024-04-14,Lucknow,Gujarat,COD,Delivered
410,917,2024-12-30,Jaipur,Gujarat,Wallet,Shipped
411,423,2025-08-20,Bengaluru,West Bengal,Wallet,Cancelled
412,1239,2024-06-30,Kochi,Maharashtra,UPI,Returned
413,1444,2024-05-21,Hyderabad,Telangana,Wallet,Delivered
414,101,2025-12-20,Kochi,Gujarat,COD,Shipped
415,1098,2024-07-28,Jaipur,Gujarat,COD,Shipped
416,679,2025-03-07,Jaipur,Gujarat,Wallet,Shipped
417,74,2024-03-03,Mumbai,Kerala,UPI,Returned
418,87,2025-06-29,Delhi,Tamil Nadu,COD,Delivered
419,1294,2024-10-11,Ahmedabad,Maharashtra,COD,Delivered
420,1343,2025-03-11,Jaipur,Delhi,COD,Delivered
421,152,2024-05-07,Kochi,Rajasthan,UPI,Delivered
422,1239,2025-08-26,Delhi,Karnataka,Wallet,Returned
423,1241,2024-09-04,Chennai,Telangana,NetBanking,Delivered
424,562,2024-12-24,Lucknow,Gujarat,UPI,Cancelled
425,1181,2025-12-21,Lucknow,Rajasthan,COD,Returned
426,456,2024-05-24,Jaipur,Kerala,COD,Returned
427,1440,2024-12-06,Kochi,Kerala,Card,Returned
428,1018,2024-03-07,Jaipur,Telangana,Wallet,Delivered
429,459,2025-05-27,Kolkata,Maharashtra,NetBanking,Shipped
